브랜드,시즌,스타일,중분류,아이템명,PO,TAG,수량,TAG_총금액,TAG_USD금액(전년환율),원가견적번호,발주통화,제조업체,견적서제출일자,(USD)_원자재,(USD)_아트웍,(USD)_부자재,(USD)_택/라벨,(USD) 공임,(USD)본사공급자재,(USD)_정상마진,(USD)_경비,(KRW)_원자재,(KRW)_아트웍,(KRW)_부자재,(KRW)_택/라벨,(KRW)_공임,(KRW)본사공급자재,(KRW)_정상마진,(KRW)_경비,USD_재료계(원/부/택/본공)_총금액(단가×수량),USD_아트웍_총금액(단가×수량),USD_공임_총금액(단가×수량),USD_정상마진_총금액(단가×수량),USD_경비_총금액(단가×수량),KRW_재료계(원/부/택/본공)_총금액(단가×수량),KRW_아트웍_총금액(단가×수량),KRW_공임_총금액(단가×수량),KRW_정상마진_총금액(단가×수량),KRW_경비_총금액(단가×수량),입고수량,최초입고일,최종입고일
I,전년(25N),7ACRMD25N,Bag,크로스백,7ACRMD25NK0001,59000,2275,134225000,101494.91863771097,CQ240900587,KRW,(주)에스씨인터내셔널,2024-09-27,1250.9451938781683,1250.9451938781683,5717.319914100781,257.1943318613514,4003.0246204101386,0.037807755126731596,1833.3852761478433,698.5277962615692,1250.0,1250.0,5713.0,257.0,4000.0,50.0,1832.0,698.0,16438006.238279596,2845900.316072833,9106881.011433065,4170951.5032363436,1589150.73649507,16539250.0,2843750.0,9100000.0,4167800.0,1587950.0,2275,2024-10-08,2024-10-31
I,전년(25N),7ACRMD35N,Bag,크로스백,7ACRMD35NK0001,79000,3195,252405000,190857.32865525378,CQ240900588,KRW,(주)에스씨인터내셔널,2024-09-27,1421.073740245599,1250.9451938781683,8677.556620894078,279.21096727360714,4203.175851430646,0.037807755126731596,2332.7625975440083,944.7138104167927,1420.0,1250.0,8671.0,279.0,4200.0,50.0,2331.0,944.0,33157323.840058073,3996769.894440748,13429146.845320912,7453176.4991531065,3018360.6242816527,33291900.0,3993750.0,13419000.0,7447545.0,3016080.0,3195,2024-10-25,2024-10-31
I,전년(25N),7ACRMD45N,Bag,크로스백,7ACRMD45NK0001,89000,2533,225437000,170465.3378500998,CQ240900590,KRW,(주)에스씨인터내셔널,2024-09-27,1501.134232653802,1701.2854636743089,8615.50973927772,279.21096727360714,5103.856391022927,0.037807755126731596,2537.917609340028,980.741032000484,1500.0,1700.0,8609.0,279.0,5100.0,50.0,2536.0,980.0,26332796.32805033,4309356.079487025,12928068.238461073,6428545.30445829,2484217.034057226,26439454.0,4306100.0,12918300.0,6423688.0,2482340.0,2533,2024-10-25,2024-10-31
I,전년(25N),7ACRMD55N,Bag,크로스백,7ACRMD55NK0001,89000,1620,144180000,109022.44268344322,CQ240900324,KRW,(주)리라이코리아,2024-09-20,1847.3958623192789,3052.3062730627307,5016.790605529006,295.2230657552477,6906.218226362592,0.037807755126731596,2523.9070231685923,373.2820458532454,1846.0,3050.0,5013.0,295.0,6901.0,50.0,2522.0,373.0,11598304.693001028,4944736.162361624,11188073.526707398,4088729.3775331196,604716.9142822576,11670480.0,4941000.0,11179620.0,4085640.0,604260.0,1620,2024-10-04,2024-10-04
I,전년(25N),7ACRMD55N,Bag,크로스백,7ACRMD55NK0002,89000,2100,186900000,141325.3886637227,CQ241101003,KRW,(주)리라이코리아,2024-11-14,1847.3958623192789,3052.3062730627307,5016.790605529006,295.2230657552477,6906.218226362592,0.037807755126731596,2523.9070231685923,373.2820458532454,1846.0,3050.0,5013.0,295.0,6901.0,50.0,2522.0,373.0,15034839.416853186,6409843.173431735,14503058.275361443,5300204.748654044,783892.2962918153,15128400.0,6405000.0,14492100.0,5296200.0,783300.0,1184,2024-11-26,2024-11-26
I,전년(25N),7ACRMD65N,Bag,크로스백,7ACRMD65NK0001,89000,1110,98790000,74700.56257939628,CQ240900323,KRW,(주)리라이코리아,2024-09-20,2303.740669046035,2351.7769644909563,3995.0185711693184,295.2230657552477,5587.2216139374505,0.037807755126731596,2135.613634988809,344.2601173552719,2302.0,2350.0,3992.0,295.0,5583.0,50.0,2134.0,344.0,7319362.326235557,2610472.4305849615,6201815.991470571,2370531.134837578,382128.7302643518,7369290.0,2608500.0,6197130.0,2368740.0,381840.0,1110,2024-10-04,2024-10-04
I,전년(25N),7ACRMD65N,Bag,크로스백,7ACRMD65NK0002,89000,1500,133500000,100946.70618837335,CQ241101004,KRW,(주)리라이코리아,2024-11-14,2303.740669046035,2351.7769644909563,3995.0185711693184,295.2230657552477,5587.2216139374505,0.037807755126731596,2135.613634988809,344.2601173552719,2302.0,2350.0,3992.0,295.0,5583.0,50.0,2134.0,344.0,9891030.17058859,3527665.4467364345,8380832.420906176,3203420.4524832135,516390.17603290785,9958500.0,3525000.0,8374500.0,3201000.0,516000.0,1056,2024-11-26,2024-11-26
I,전년(25N),7ACRMD75N,Bag,크로스백,7ACRMD75NK0001,99000,1500,148500000,112289.03272639283,CQ240900322,KRW,(주)리라이코리아,2024-09-20,1589.200774302825,2852.1550420422236,3168.3939870546246,295.2230657552477,5564.204222370093,0.037807755126731596,1976.493406327506,267.20189341237676,1588.0,2850.0,3166.0,295.0,5560.0,50.0,1975.0,267.0,7579283.452301736,4278232.563063336,8346306.333555139,2964740.109491259,400802.84011856513,7648500.0,4275000.0,8340000.0,2962500.0,400500.0,1500,2024-10-04,2024-10-04
I,전년(25N),7ACRMD75N,Bag,크로스백,7ACRMD75NK0002,99000,1500,148500000,112289.03272639283,CQ241101005,KRW,(주)리라이코리아,2024-11-14,1589.200774302825,2852.1550420422236,3168.3939870546246,295.2230657552477,5564.204222370093,0.037807755126731596,1976.493406327506,267.20189341237676,1588.0,2850.0,3166.0,295.0,5560.0,50.0,1975.0,267.0,7579283.452301736,4278232.563063336,8346306.333555139,2964740.109491259,400802.84011856513,7648500.0,4275000.0,8340000.0,2962500.0,400500.0,1224,2024-11-26,2024-11-26
I,전년(25N),7ACRMD85N,Bag,크로스백,7ACRMD85NK0001,129000,600,77400000,58526.40493618051,CQ240900591,KRW,(주)에스씨인터내셔널,2024-09-27,4483.3875748593555,1451.0964248986752,12018.080666626338,257.1943318613514,6204.688161635715,0.037807755126731596,3623.738037626278,1485.1221341721614,4480.0,1450.0,12009.0,257.0,6200.0,50.0,3621.0,1484.0,10055220.228661302,870657.8549392051,3722812.896981429,2174242.8225757666,891073.2805032969,10077600.0,870000.0,3720000.0,2172600.0,890400.0,600,2024-10-25,2024-10-25
I,전년(25N),7ACRV015N,Bag,크로스백,7ACRV015NK0001,79000,600,47400000,35841.75186014155,CQ240900567,KRW,(주)에스씨인터내셔널,2024-09-26,2972.245780654528,1150.8695783679148,8436.374387514366,257.1943318613514,5003.780775512673,0.037807755126731596,2634.9909563849737,1059.8007682535842,2970.0,1150.0,8430.0,257.0,5000.0,50.0,2633.0,1059.0,6999511.384671223,690521.7470207489,3002268.465307604,1580994.5738309843,635880.4609521505,7024200.0,690000.0,3000000.0,1579800.0,635400.0,600,2024-11-19,2024-11-19
I,전년(25N),7AHTB025N,Headwear,햇,7AHTB025NK0001,53000,1050,55650000,42080.03145605227,CQ241001011,KRW,㈜유풍,2024-10-18,3849.9089286794506,867.6555864738975,1019.7705220494828,317.2397011675035,2902.1928497973504,0.037807755126731596,1295.9792208577824,417.3153166777569,3847.0,867.0,1019.0,317.0,2900.0,50.0,1295.0,417.0,5446304.807634142,911038.3657975924,3047302.492287218,1360778.1819006715,438181.0825116448,5494650.0,910350.0,3045000.0,1359750.0,437850.0,1050,2024-11-18,2024-11-18
I,전년(25N),7AHTV015N,Headwear,햇,7AHTV015NK0001,59000,250,14750000,11153.28776238582,CQ241001665,KRW,주식회사 이든메이드,2024-10-26,2617.9781017482305,1300.983001633295,1235.9338515516304,325.2457504083238,2601.96600326659,0.037807755126731596,698.5277962615692,225.1701348980703,2616.0,1300.0,1235.0,325.0,2600.0,50.0,698.0,225.0,1044798.8778658279,325245.7504083238,650491.5008166475,174631.94906539228,56292.533724517576,1056500.0,325000.0,650000.0,174500.0,56250.0,250,2024-11-28,2024-11-28
I,전년(25N),7ARNCB15N,Shoes,런닝화,7ARNCB15NK0001,89000,3890,346210000,261788.4580485149,CQ241000676,USD,삼덕통상(주),2024-10-14,7.862,0.7110000000000001,1.206,0.118,3.074,0.037807755126731596,0.5141,0.5571,10695.0,966.0,1641.0,161.0,4182.0,50.0,699.0,758.0,35880.61216744299,2765.7900000000004,11957.859999999999,1999.849,2167.119,48807830.0,3757740.0,16267980.0,2719110.0,2948620.0,3890,2024-11-27,2024-11-27
